id,type,ts,cpu,mem
cpu,1,1705666430178000000,0.008594,6660096
cpu,1,1705666432571000000,0.007988,6656000
cpu,1,1705666434771000000,0.010171,6664192
cpu,1,1705666437106000000,0.007719,6660096
cpu,1,1705666439698000000,0.008099,6660096
cpu,1,1705666442414000000,0.008645,6656000
cpu,1,1705666444851000000,0.008456,6787072
cpu,1,1705666447486000000,0.008438,6660096
cpu,1,1705666450145000000,0.009392,6660096
cpu,1,1705666452552000000,0.007622,6660096
cpu,1,1705666454867000000,0.007557,6660096
cpu,1,1705666457272000000,0.008049,6660096
cpu,1,1705666459898000000,0.009997,6664192
cpu,1,1705666462273000000,0.008395,6660096
cpu,1,1705666465074000000,0.008424,6656000
cpu,1,1705666467279000000,0.009101,6656000
cpu,1,1705666469487000000,0.008801,6656000
cpu,1,1705666471644000000,0.008754,6660096
cpu,1,1705666474165000000,0.009182,6660096
cpu,1,1705666476363000000,0.010016,6656000
cpu,1,1705666478709000000,0.009449,6656000
cpu,1,1705666480906000000,0.009853,6791168
cpu,1,1705666483246000000,0.009133,6660096
cpu,1,1705666485741000000,0.009670,6656000
cpu,1,1705666488145000000,0.008779,6656000
cpu,1,1705666490307000000,0.010891,6660096
cpu,1,1705666492500000000,0.009592,6660096
cpu,1,1705666494761000000,0.009093,6660096
cpu,1,1705666497056000000,0.009736,6656000
cpu,1,1705666499318000000,0.009514,6656000
cpu,1,1705666501531000000,0.009141,6660096
cpu,1,1705666503928000000,0.009156,6660096
cpu,1,1705666506131000000,0.007559,6660096
cpu,1,1705666508342000000,0.009284,6656000
cpu,1,1705666510744000000,0.009023,6656000
cpu,1,1705666513430000000,0.008924,6656000
cpu,1,1705666515808000000,0.009399,6660096
cpu,1,1705666518200000000,0.008752,6660096
cpu,1,1705666520510000000,0.009217,6664192
cpu,1,1705666522972000000,0.009076,6660096
cpu,1,1705666525475000000,0.010197,6660096
cpu,1,1705666527765000000,0.009569,6660096
cpu,1,1705666530086000000,0.008809,6660096
cpu,1,1705666532240000000,0.007205,6660096
cpu,1,1705666534803000000,0.007424,6660096
cpu,1,1705666537187000000,0.009102,6660096
cpu,1,1705666539521000000,0.008828,6660096
cpu,1,1705666541847000000,0.009936,6660096
cpu,1,1705666544452000000,0.008405,6660096
cpu,1,1705666546731000000,0.007039,6660096
cpu,1,1705666549529000000,0.009200,6660096
cpu,1,1705666552104000000,0.009065,6656000
cpu,1,1705666554485000000,0.009080,6656000
cpu,1,1705666556685000000,0.010251,6664192
cpu,1,1705666559506000000,0.008305,6664192
cpu,1,1705666561946000000,0.008455,6656000
cpu,1,1705666564271000000,0.008273,6656000
cpu,1,1705666566579000000,0.008726,6660096
cpu,1,1705666569404000000,0.008617,6660096
cpu,1,1705666572022000000,0.008402,6660096
cpu,1,1705666574422000000,0.008961,6656000
cpu,1,1705666576913000000,0.006871,6656000
cpu,1,1705666579622000000,0.008814,6660096
cpu,1,1705666582097000000,0.009500,6660096
cpu,1,1705666584396000000,0.008521,6656000
cpu,1,1705666586813000000,0.009230,6782976
cpu,1,1705666589402000000,0.008967,6660096
cpu,1,1705666592012000000,0.009566,6660096
cpu,1,1705666594332000000,0.008956,6660096
cpu,1,1705666596989000000,0.010933,6660096
cpu,1,1705666599398000000,0.008931,6660096
cpu,1,1705666601729000000,0.010371,6660096
cpu,1,1705666604126000000,0.008946,6660096
cpu,1,1705666606429000000,0.010461,6782976
cpu,1,1705666608864000000,0.009240,6660096
cpu,1,1705666611591000000,0.010353,6660096
cpu,1,1705666614139000000,0.008623,6660096
cpu,1,1705666616471000000,0.008900,6660096
cpu,1,1705666618853000000,0.009117,6660096
cpu,1,1705666621189000000,0.010184,6660096
cpu,1,1705666623624000000,0.008729,6660096
cpu,1,1705666625926000000,0.007096,6660096
cpu,1,1705666628179000000,0.009234,6656000
cpu,1,1705666630390000000,0.008712,6656000
cpu,1,1705666632622000000,0.007335,6656000
cpu,1,1705666634985000000,0.008768,6656000
cpu,1,1705666637383000000,0.009796,6656000
cpu,1,1705666639963000000,0.008564,6656000
cpu,1,1705666642409000000,0.010280,6782976
cpu,1,1705666645008000000,0.008711,6660096
cpu,1,1705666647341000000,0.010000,6656000
cpu,1,1705666649792000000,0.008428,6656000
cpu,1,1705666652240000000,0.008484,6656000
cpu,1,1705666654858000000,0.008870,6656000
cpu,1,1705666657507000000,0.009825,6660096
cpu,1,1705666659855000000,0.008572,6656000
cpu,1,1705666662289000000,0.010139,6782976
cpu,1,1705666664821000000,0.009325,6660096
cpu,1,1705666667274000000,0.008361,6660096
cpu,1,1705666670088000000,0.008424,6660096
cpu,1,1705666672688000000,0.008876,6782976
cpu,1,1705666675131000000,0.008684,6660096
cpu,1,1705666677987000000,0.010416,6660096
cpu,1,1705666680550000000,0.009332,6660096
cpu,1,1705666682869000000,0.010482,6656000
cpu,1,1705666685315000000,0.008940,6656000
cpu,1,1705666688020000000,0.009788,6660096
cpu,1,1705666690743000000,0.007861,6660096
cpu,1,1705666693343000000,0.009195,6660096
cpu,1,1705666695753000000,0.007569,6660096
cpu,1,1705666698125000000,0.007328,6660096
cpu,1,1705666700591000000,0.006996,6660096
cpu,1,1705666703094000000,0.008062,6660096
cpu,1,1705666705540000000,0.006150,6660096
cpu,1,1705666707871000000,0.007638,6660096
cpu,1,1705666710233000000,0.006162,6660096
cpu,1,1705666712438000000,0.007240,6664192
cpu,1,1705666714802000000,0.006050,6660096
cpu,1,1705666717249000000,0.005769,6660096
cpu,1,1705666719455000000,0.006264,6660096
cpu,1,1705666721616000000,0.006371,6660096
cpu,1,1705666724080000000,0.007391,6656000
cpu,1,1705666726322000000,0.007119,6656000
cpu,1,1705666728540000000,0.007976,6656000
cpu,1,1705666730738000000,0.007888,6656000
cpu,1,1705666733036000000,0.006374,6656000
cpu,1,1705666735243000000,0.007268,6656000
cpu,1,1705666737447000000,0.008462,6656000
cpu,1,1705666739675000000,0.008401,6656000
cpu,1,1705666741951000000,0.010150,6782976
cpu,1,1705666744165000000,0.008849,6660096
cpu,1,1705666746364000000,0.009283,6660096
cpu,1,1705666748564000000,0.008350,6660096
cpu,1,1705666750865000000,0.009273,6656000
cpu,1,1705666753174000000,0.008659,6660096
cpu,1,1705666755581000000,0.008768,6660096
cpu,1,1705666757847000000,0.007968,6656000
cpu,1,1705666760239000000,0.007826,6656000
cpu,1,1705666762565000000,0.007595,6656000
cpu,1,1705666764765000000,0.008583,6660096
cpu,1,1705666767214000000,0.009701,6656000
cpu,1,1705666769555000000,0.007955,6656000
cpu,1,1705666771834000000,0.009643,6660096
cpu,1,1705666774049000000,0.009620,6660096
cpu,1,1705666776492000000,0.008249,6660096
cpu,1,1705666778701000000,0.007902,6660096
cpu,1,1705666780902000000,0.008162,6656000
cpu,1,1705666783107000000,0.007638,6656000
cpu,1,1705666785513000000,0.008351,6656000
cpu,1,1705666787718000000,0.008776,6656000
cpu,1,1705666790382000000,0.008502,6660096
cpu,1,1705666792740000000,0.007936,6660096
cpu,1,1705666795066000000,0.006302,6656000
cpu,1,1705666797223000000,0.008788,6660096
cpu,1,1705666799426000000,0.007028,6656000
cpu,1,1705666801723000000,0.007208,6656000
cpu,1,1705666804040000000,0.006854,6660096
cpu,1,1705666806898000000,0.007149,6660096
cpu,1,1705666809051000000,0.006657,6660096
cpu,1,1705666811310000000,0.007168,6660096
cpu,1,1705666813714000000,0.007867,6660096
cpu,1,1705666815975000000,0.007059,6656000
cpu,1,1705666818305000000,0.009116,6782976
cpu,1,1705666821056000000,0.007513,6660096
cpu,1,1705666823673000000,0.007404,6660096
cpu,1,1705666826172000000,0.007296,6656000
cpu,1,1705666828928000000,0.007536,6656000
cpu,1,1705666831125000000,0.008142,6660096
cpu,1,1705666833651000000,0.009558,6660096
cpu,1,1705666836304000000,0.008875,6656000
cpu,1,1705666838757000000,0.009097,6660096
cpu,1,1705666841038000000,0.008846,6660096
cpu,1,1705666843298000000,0.010276,6656000
cpu,1,1705666845505000000,0.008377,6656000
cpu,1,1705666847854000000,0.011435,6656000
cpu,1,1705666850068000000,0.010364,6656000
cpu,1,1705666852280000000,0.009220,6656000
cpu,1,1705666854465000000,0.010427,6660096
cpu,1,1705666856764000000,0.009095,6656000
cpu,1,1705666858977000000,0.009008,6656000
cpu,1,1705666861235000000,0.009468,6656000
cpu,1,1705666863578000000,0.010089,6782976
cpu,1,1705666866023000000,0.008744,6782976
cpu,1,1705666868554000000,0.009287,6656000
cpu,1,1705666871121000000,0.008920,6656000
cpu,1,1705666873381000000,0.010217,6660096
cpu,1,1705666875757000000,0.008325,6660096
cpu,1,1705666878383000000,0.008946,6660096
cpu,1,1705666880598000000,0.008925,6656000
cpu,1,1705666882924000000,0.008724,6656000
cpu,1,1705666885305000000,0.008500,6660096
cpu,1,1705666887807000000,0.008546,6660096
cpu,1,1705666890366000000,0.009318,6656000
cpu,1,1705666892634000000,0.008569,6656000
cpu,1,1705666894835000000,0.008774,6782976
cpu,1,1705666897183000000,0.008494,6660096
cpu,1,1705666899917000000,0.008382,6660096
cpu,1,1705666902507000000,0.008620,6656000
cpu,1,1705666904997000000,0.007098,6656000
cpu,1,1705666907618000000,0.009998,6660096
cpu,1,1705666910059000000,0.009370,6656000
cpu,1,1705666912591000000,0.008538,6656000
cpu,1,1705666915243000000,0.008447,6660096
cpu,1,1705666917692000000,0.008712,6660096
cpu,1,1705666920326000000,0.010205,6656000
cpu,1,1705666922519000000,0.009052,6656000
cpu,1,1705666925067000000,0.008604,6660096
cpu,1,1705666927650000000,0.008774,6660096
cpu,1,1705666930316000000,0.010312,6656000
cpu,1,1705666932782000000,0.009117,6656000
cpu,1,1705666935353000000,0.008836,6656000
cpu,1,1705666937963000000,0.008335,6656000
cpu,1,1705666940407000000,0.010285,6656000
cpu,1,1705666943349000000,0.008754,6656000
cpu,1,1705666946173000000,0.007376,6656000
cpu,1,1705666948738000000,0.008653,6660096
cpu,1,1705666951286000000,0.009296,6660096
cpu,1,1705666953757000000,0.010135,6782976
cpu,1,1705666956575000000,0.009349,6664192
cpu,1,1705666959105000000,0.010331,6664192
cpu,1,1705666961616000000,0.009254,6664192
cpu,1,1705666963947000000,0.009095,6664192
cpu,1,1705666966323000000,0.007466,6664192
cpu,1,1705666968973000000,0.009897,6664192
cpu,1,1705666971632000000,0.010487,6664192
cpu,1,1705666973885000000,0.010987,6664192
cpu,1,1705666976090000000,0.009561,6660096
cpu,1,1705666978856000000,0.006961,6660096
cpu,1,1705666981308000000,0.008867,6664192
cpu,1,1705666983755000000,0.008725,6664192
cpu,1,1705666986370000000,0.008609,6660096
cpu,1,1705666989043000000,0.008542,6660096
cpu,1,1705666991557000000,0.010161,6660096
cpu,1,1705666993802000000,0.010182,6787072
cpu,1,1705666996458000000,0.009030,6660096
cpu,1,1705666999077000000,0.008243,6660096
cpu,1,1705667001569000000,0.008360,6660096
cpu,1,1705667004253000000,0.009128,6660096
cpu,1,1705667006491000000,0.008546,6660096
cpu,1,1705667008910000000,0.008477,6660096
cpu,1,1705667011225000000,0.010005,6660096
cpu,1,1705667013986000000,0.008572,6660096
cpu,1,1705667016437000000,0.007048,6660096
cpu,1,1705667019228000000,0.008474,6664192
cpu,1,1705667021590000000,0.008736,6664192
cpu,1,1705667024005000000,0.008257,6664192
cpu,1,1705667026388000000,0.008534,6664192
cpu,1,1705667028770000000,0.008349,6664192
cpu,1,1705667031086000000,0.008166,6664192
cpu,1,1705667033253000000,0.008243,6664192
cpu,1,1705667035548000000,0.006890,6664192
cpu,1,1705667037734000000,0.008291,6664192
cpu,1,1705667040201000000,0.010082,6787072
cpu,1,1705667043003000000,0.009104,6664192
cpu,1,1705667045208000000,0.008219,6664192
cpu,1,1705667047700000000,0.008100,6664192
cpu,1,1705667050328000000,0.008483,6664192
cpu,1,1705667052551000000,0.009643,6664192
cpu,1,1705667054988000000,0.009156,6664192
cpu,1,1705667057299000000,0.008991,6660096
cpu,1,1705667059501000000,0.008877,6660096
cpu,1,1705667061970000000,0.009178,6660096
cpu,1,1705667064840000000,0.009255,6660096
cpu,1,1705667067461000000,0.009070,6664192
cpu,1,1705667069773000000,0.008916,6664192
cpu,1,1705667072242000000,0.009468,6660096
cpu,1,1705667074622000000,0.008825,6660096
cpu,1,1705667077144000000,0.008665,6660096
cpu,1,1705667079706000000,0.009172,6660096
cpu,1,1705667082201000000,0.009453,6660096
cpu,1,1705667084521000000,0.009590,6660096
cpu,1,1705667086715000000,0.009504,6664192
cpu,1,1705667089227000000,0.009909,6791168
cpu,1,1705667091692000000,0.010512,6664192
cpu,1,1705667094018000000,0.009647,6660096
cpu,1,1705667096408000000,0.009156,6660096
